date_of_purchase,name_of_purchaser,Prefix,bond_number,denominations
7-Jan-22,PALM SHELTER ESTATE DEVELOPMENT LLP,TL,13234,"10,00,000"
7-Jan-22,PALM SHELTER ESTATE DEVELOPMENT LLP,TL,13232,"10,00,000"
7-Jan-22,PALM SHELTER ESTATE DEVELOPMENT LLP,OL,2228,"1,00,000"
7-Jan-22,PALM SHELTER ESTATE DEVELOPMENT LLP,OL,2230,"1,00,000"
7-Jan-22,PALM SHELTER ESTATE DEVELOPMENT LLP,OL,2222,"1,00,000"
7-Jan-22,PALM SHELTER ESTATE DEVELOPMENT LLP,OL,2226,"1,00,000"
7-Jan-22,PALM SHELTER ESTATE DEVELOPMENT LLP,OL,2224,"1,00,000"
7-Jan-22,PENGUIN TRADING AND AGENCIES LTD,OC,10169,"1,00,00,000"
7-Jan-22,PENGUIN TRADING AND AGENCIES LTD,OC,10171,"1,00,00,000"
7-Jan-22,PENGUIN TRADING AND AGENCIES LTD,OC,10173,"1,00,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,TL,14391,"10,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,TL,14393,"10,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,TL,14381,"10,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,TL,14387,"10,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,TL,14383,"10,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,TL,14385,"10,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,TL,14389,"10,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,OL,29455,"1,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,OL,29451,"1,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,OL,29449,"1,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,OL,29457,"1,00,000"
7-Jan-22,PURULIA BOTTLING PVT LTD,OL,29453,"1,00,000"
7-Jan-22,R B DEALERS PVT LTD,TL,14395,"10,00,000"
7-Jan-22,R B DEALERS PVT LTD,TL,14288,"10,00,000"
7-Jan-22,R B DEALERS PVT LTD,TL,14290,"10,00,000"
7-Jan-22,R B DEALERS PVT LTD,TL,14294,"10,00,000"
7-Jan-22,R B DEALERS PVT LTD,TL,14292,"10,00,000"
7-Jan-22,R B DEALERS PVT LTD,TL,14397,"10,00,000"
7-Jan-22,R B DEALERS PVT LTD,TL,14399,"10,00,000"
7-Jan-22,R B DEALERS PVT LTD,OL,29450,"1,00,000"
7-Jan-22,R B DEALERS PVT LTD,OL,29456,"1,00,000"
7-Jan-22,R B DEALERS PVT LTD,OL,29454,"1,00,000"
7-Jan-22,R B DEALERS PVT LTD,OL,29452,"1,00,000"
7-Jan-22,R B DEALERS PVT LTD,OL,29458,"1,00,000"
7-Jan-22,RAGHUKOOL ESTATE DEVELOPMENT LLP,OC,10908,"1,00,00,000"
7-Jan-22,RAGHUKOOL ESTATE DEVELOPMENT LLP,OC,10910,"1,00,00,000"
7-Jan-22,RAGHUKOOL ESTATE DEVELOPMENT LLP,TL,13238,"10,00,000"
7-Jan-22,RAGHUKOOL ESTATE DEVELOPMENT LLP,TL,13236,"10,00,000"
7-Jan-22,RAGHUKOOL ESTATE DEVELOPMENT LLP,TL,13242,"10,00,000"
7-Jan-22,RAGHUKOOL ESTATE DEVELOPMENT LLP,TL,13240,"10,00,000"
7-Jan-22,RAGHUKOOL ESTATE DEVELOPMENT LLP,TL,13244,"10,00,000"
7-Jan-22,RASHMI CEMENT LTD,OC,10175,"1,00,00,000"
7-Jan-22,RASHMI CEMENT LTD,OC,10183,"1,00,00,000"
7-Jan-22,RASHMI CEMENT LTD,OC,10177,"1,00,00,000"
7-Jan-22,RASHMI CEMENT LTD,OC,10179,"1,00,00,000"
7-Jan-22,RASHMI CEMENT LTD,OC,10181,"1,00,00,000"
7-Jan-22,RASHMI METALIKS LTD,OC,10189,"1,00,00,000"
7-Jan-22,RASHMI METALIKS LTD,OC,10193,"1,00,00,000"
7-Jan-22,RASHMI METALIKS LTD,OC,10191,"1,00,00,000"
7-Jan-22,RASHMI METALIKS LTD,OC,10197,"1,00,00,000"
7-Jan-22,RASHMI METALIKS LTD,OC,10195,"1,00,00,000"
7-Jan-22,RASHMI METALIKS LTD,OC,10187,"1,00,00,000"
7-Jan-22,RASHMI METALIKS LTD,OC,10185,"1,00,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,TL,13256,"10,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,TL,13252,"10,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,TL,13248,"10,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,TL,13250,"10,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,TL,13246,"10,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,TL,13258,"10,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,TL,13254,"10,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,OL,2241,"1,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,OL,2237,"1,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,OL,2239,"1,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,OL,2235,"1,00,000"
7-Jan-22,SATISHCHANDRA SHANTILAL DOSHI HUF,OL,2243,"1,00,000"
7-Jan-22,SREENATH FINVEST PRIVATE LIMITED,TL,14359,"10,00,000"
7-Jan-22,SREENATH FINVEST PRIVATE LIMITED,TL,14361,"10,00,000"
7-Jan-22,TARGET VINCOM PVT LTD,OC,10190,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,5650,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,3901,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,3902,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,3904,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,5647,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,5649,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,3906,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,3903,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,3907,"1,00,00,000"
7-Jan-22,TORRENT PHARMACEUTICALS LTD,OC,3905,"1,00,00,000"
7-Jan-22,TORRENT POWER LTD,OC,5643,"1,00,00,000"
7-Jan-22,TORRENT POWER LTD,OC,5637,"1,00,00,000"
7-Jan-22,TORRENT POWER LTD,OC,5645,"1,00,00,000"
7-Jan-22,TORRENT POWER LTD,OC,5635,"1,00,00,000"
7-Jan-22,TORRENT POWER LTD,OC,5639,"1,00,00,000"
7-Jan-22,TORRENT POWER LTD,OC,5641,"1,00,00,000"
7-Jan-22,TORRENT POWER LTD,OC,5633,"1,00,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7108,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7173,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7164,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7106,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7136,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7196,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7128,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7138,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7175,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7188,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7179,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7193,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7125,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7157,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7167,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7194,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7152,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7142,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7163,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7192,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7117,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7114,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7101,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7123,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7144,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7126,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7139,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7153,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7107,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7131,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7135,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7110,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7111,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7104,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7158,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7168,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7103,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7200,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7127,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7140,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7118,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7129,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7184,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7124,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7133,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7170,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7176,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7189,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7102,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7120,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7113,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7177,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7172,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7137,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7156,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7143,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7119,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7112,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7109,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7130,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7178,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7183,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7105,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7116,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7155,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7165,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7161,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7182,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7198,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7115,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7147,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7146,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7134,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7187,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7195,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7121,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7190,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7149,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7122,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7171,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7180,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7181,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7141,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7145,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7197,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7148,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7166,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7174,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7159,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7169,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7185,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7132,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7154,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7150,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7162,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7151,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7199,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7160,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7186,"10,00,000"
7-Jan-22,TORRENT POWER LTD,TL,7191,"10,00,000"
7-Jan-22,VACMETINDIALIMITED,OC,9298,"1,00,00,000"
7-Jan-22,VACMETINDIALIMITED,OC,9300,"1,00,00,000"
7-Jan-22,VACMETINDIALIMITED,OC,9288,"1,00,00,000"
7-Jan-22,VACMETINDIALIMITED,OC,9292,"1,00,00,000"
7-Jan-22,VACMETINDIALIMITED,OC,9296,"1,00,00,000"
7-Jan-22,VACMETINDIALIMITED,OC,9290,"1,00,00,000"
7-Jan-22,VACMETINDIALIMITED,OC,9294,"1,00,00,000"
7-Jan-22,VACMETINDIALIMITED,OC,9286,"1,00,00,000"
7-Jan-22,VACMETINDIALIMITED,OC,9284,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,522,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,525,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,531,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,515,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,546,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,548,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,543,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,538,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,540,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,550,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,517,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,519,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,528,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,3851,"1,00,00,000"
7-Jan-22,VARDHMAN TEXTILES LTD,OC,535,"1,00,00,000"
7-Jan-22,YOGA BUILDERS PVT LTD,OC,11202,"1,00,00,000"
7-Jan-22,YOGA BUILDERS PVT LTD,OC,11204,"1,00,00,000"
7-Jan-22,YOGA BUILDERS PVT LTD,OC,11206,"1,00,00,000"
10-Jan-22,AAKANKSHA BAHETY,TL,14471,"10,00,000"
10-Jan-22,ABHISHEK TIBREWAL,TL,14468,"10,00,000"
10-Jan-22,ADITYA KUMAR GARG,OC,9381,"1,00,00,000"
10-Jan-22,ADWITA FINVEST PRIVATE LIMITED,OT,5022,"1,000"
10-Jan-22,AJAY METALLOYS PVT LTD,OC,9387,"1,00,00,000"
10-Jan-22,AJAY METALLOYS PVT LTD,OC,9389,"1,00,00,000"
10-Jan-22,AJAY METALLOYS PVT LTD,OC,9383,"1,00,00,000"
10-Jan-22,AJAY METALLOYS PVT LTD,OC,9329,"1,00,00,000"
10-Jan-22,AJAY METALLOYS PVT LTD,OC,9385,"1,00,00,000"
10-Jan-22,ANANT UDYOG LLP,OC,10203,"1,00,00,000"
10-Jan-22,ANANT UDYOG LLP,OC,10205,"1,00,00,000"
10-Jan-22,ANKIT BAHETY,TL,14467,"10,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,813,"1,00,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,829,"1,00,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,816,"1,00,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,831,"1,00,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,811,"1,00,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,819,"1,00,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,826,"1,00,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,823,"1,00,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,834,"1,00,00,000"
10-Jan-22,APCO INFRATECH PRIVATE LIMITED,OC,807,"1,00,00,000"
10-Jan-22,AVIGHNA MEDITECH SOLUTIONS PVT LTD,TL,1679,"10,00,000"
10-Jan-22,AVIGHNA SOLUTIONS,TL,1677,"10,00,000"
10-Jan-22,BALU CEMENT CORPORATION,OC,10887,"1,00,00,000"
10-Jan-22,BALU CEMENT CORPORATION,OC,10889,"1,00,00,000"
10-Jan-22,BALU IRON & STEEL COMPANY,OC,10876,"1,00,00,000"
10-Jan-22,BALU IRON & STEEL COMPANY,OC,10879,"1,00,00,000"
10-Jan-22,BALU IRON & STEEL COMPANY,OC,10882,"1,00,00,000"
10-Jan-22,BALU IRON & STEEL COMPANY,OC,10884,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9384,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9396,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9390,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9398,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9327,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9386,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9388,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9378,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9323,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9382,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9376,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9392,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9325,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9400,"1,00,00,000"
10-Jan-22,BHARTI AIRTEL LIMITED,OC,9394,"1,00,00,000"
10-Jan-22,BIJAY RATAN BAHETY,TL,14472,"10,00,000"
10-Jan-22,BIRLAESTATESPRIVATELIMITED,OC,10928,"1,00,00,000"
10-Jan-22,BIRLAESTATESPRIVATELIMITED,OC,10930,"1,00,00,000"
10-Jan-22,BRIJESH BINANI,TL,14481,"10,00,000"
10-Jan-22,BRIJESH BINANI,TL,14479,"10,00,000"
10-Jan-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,OC,11000,"1,00,00,000"
10-Jan-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,OC,10996,"1,00,00,000"
10-Jan-22,CAMELIA GRIHA NIRMAN PRIVATE LIMITED,OC,10998,"1,00,00,000"
10-Jan-22,DEMPO IND PVT LTD NAVHIND PAPERSAND PUB,TL,3475,"10,00,000"
10-Jan-22,DEMPO IND PVT LTD NAVHIND PAPERSAND PUB,OL,14019,"1,00,000"
10-Jan-22,DEMPO IND PVT LTD NAVHIND PAPERSAND PUB,OL,14015,"1,00,000"
10-Jan-22,DEMPO IND PVT LTD NAVHIND PAPERSAND PUB,OL,14017,"1,00,000"
10-Jan-22,DEMPO IND PVT LTD NAVHIND PAPERSAND PUB,OL,14011,"1,00,000"
10-Jan-22,DEMPO IND PVT LTD NAVHIND PAPERSAND PUB,OL,14013,"1,00,000"
10-Jan-22,DEVASHRI NIRMAN LLP,TL,3471,"10,00,000"
10-Jan-22,DEVASHRI NIRMAN LLP,TL,3469,"10,00,000"
10-Jan-22,DEVASHRI NIRMAN LLP,TL,3473,"10,00,000"
10-Jan-22,DEVASHRI NIRMAN LLP,OL,14003,"1,00,000"
10-Jan-22,DEVASHRI NIRMAN LLP,OL,14001,"1,00,000"
10-Jan-22,DEVASHRI NIRMAN LLP,OL,14007,"1,00,000"
10-Jan-22,DEVASHRI NIRMAN LLP,OL,14009,"1,00,000"
10-Jan-22,DEVASHRI NIRMAN LLP,OL,14005,"1,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9342,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9374,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9350,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9344,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9328,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9360,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9362,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9336,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9346,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9356,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9358,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9340,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9368,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9338,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9348,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9332,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9330,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9352,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9370,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9354,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9326,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9366,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9334,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9364,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9372,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9333,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9359,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9337,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9331,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9363,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9361,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9335,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9349,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9367,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9353,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9369,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9371,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9357,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9375,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9365,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9339,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9343,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9347,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9355,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9377,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9379,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9341,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9351,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9373,"1,00,00,000"
10-Jan-22,DLF COMMERCIAL DEVELOPERS LIMITED,OC,9345,"1,00,00,000"
10-Jan-22,DR HEALTHTECH,TL,1683,"10,00,000"
10-Jan-22,DR HEALTHTECH,TL,1687,"10,00,000"
10-Jan-22,DR HEALTHTECH,TL,1681,"10,00,000"
10-Jan-22,DR HEALTHTECH,TL,1685,"10,00,000"
10-Jan-22,GAURAV  BAHETY,TL,14465,"10,00,000"
10-Jan-22,GOA CARBON LTD,TL,3467,"10,00,000"
10-Jan-22,GOA CARBON LTD,TL,3461,"10,00,000"
10-Jan-22,GOA CARBON LTD,TL,3463,"10,00,000"
10-Jan-22,GOA CARBON LTD,TL,3465,"10,00,000"
10-Jan-22,GOA CARBON LTD,TL,3459,"10,00,000"
10-Jan-22,HARDESH ORES PVT LTD,OC,3993,"1,00,00,000"
10-Jan-22,HARDESH ORES PVT LTD,OC,3995,"1,00,00,000"
10-Jan-22,HARDESH ORES PVT LTD,OC,3991,"1,00,00,000"
10-Jan-22,HARMESH RAHUL JOSHI,OC,11072,"1,00,00,000"
10-Jan-22,HARMESH RAHUL JOSHI,OC,11076,"1,00,00,000"
10-Jan-22,HARMESH RAHUL JOSHI,OC,11080,"1,00,00,000"
10-Jan-22,HARMESH RAHUL JOSHI,OC,11074,"1,00,00,000"
10-Jan-22,HARMESH RAHUL JOSHI,OC,11078,"1,00,00,000"
