date_of_encashment,name_of_political_party,bond_number,denominations
18-Jan-22,BHARATIYA JANATA PARTY,9674,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9650,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9648,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9675,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9668,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9642,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9640,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9670,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9669,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9667,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9649,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9643,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9673,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9644,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9672,10000000
18-Jan-22,BHARATIYA JANATA PARTY,9645,10000000
18-Jan-22,BHARATIYA JANATA PARTY,11114,1000000
18-Jan-22,BHARATIYA JANATA PARTY,11118,1000000
18-Jan-22,BHARATIYA JANATA PARTY,11112,1000000
18-Jan-22,BHARATIYA JANATA PARTY,11120,1000000
18-Jan-22,BHARATIYA JANATA PARTY,11116,1000000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,3456,1000000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,3460,1000000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,3462,1000000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14120,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,13988,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,13930,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,13982,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14008,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14016,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,13924,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,13898,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,13932,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14020,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14022,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,13928,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,13934,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14018,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14054,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14078,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,13972,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14050,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14070,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14038,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14062,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14064,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14066,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14048,100000
18-Jan-22,MAHARASHTRAWADI GOMNTAK PARTY,14056,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",9395,10000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3411,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3415,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3409,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3436,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3428,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3432,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3470,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3464,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3466,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3472,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3468,1000000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14094,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13914,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13962,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13992,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14110,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13902,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14046,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13906,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13900,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13996,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14088,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14108,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13892,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13910,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13916,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13976,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14044,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14068,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14086,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14116,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14060,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14084,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14052,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13920,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14104,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14102,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14096,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14042,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14112,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13912,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14058,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14080,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13922,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14028,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14100,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14118,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13896,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13958,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13966,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13980,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13904,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13990,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13908,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14040,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14074,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14106,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14092,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14004,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14014,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13978,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13986,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13984,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14032,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14034,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14090,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14000,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14122,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13998,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",14030,100000
18-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",13994,100000
20-Jan-22,BIJU JANATA DAL,4787,10000000
20-Jan-22,BIJU JANATA DAL,4783,10000000
20-Jan-22,BIJU JANATA DAL,4795,10000000
20-Jan-22,BIJU JANATA DAL,4797,10000000
20-Jan-22,BIJU JANATA DAL,4785,10000000
20-Jan-22,BIJU JANATA DAL,4789,10000000
20-Jan-22,BIJU JANATA DAL,4799,10000000
20-Jan-22,BIJU JANATA DAL,4781,10000000
20-Jan-22,BIJU JANATA DAL,4791,10000000
20-Jan-22,BIJU JANATA DAL,4793,10000000
20-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3450,1000000
20-Jan-22,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",3448,1000000
21-Jan-22,AAM AADMI PARTY,13955,100000
21-Jan-22,AAM AADMI PARTY,13977,100000
21-Jan-22,AAM AADMI PARTY,13985,100000
21-Jan-22,AAM AADMI PARTY,13989,100000
21-Jan-22,AAM AADMI PARTY,13987,100000
21-Jan-22,AAM AADMI PARTY,13981,100000
21-Jan-22,AAM AADMI PARTY,13973,100000
21-Jan-22,AAM AADMI PARTY,13979,100000
21-Jan-22,AAM AADMI PARTY,13975,100000
21-Jan-22,AAM AADMI PARTY,13983,100000
21-Jan-22,AAM AADMI PARTY,14003,100000
21-Jan-22,AAM AADMI PARTY,14001,100000
21-Jan-22,AAM AADMI PARTY,14007,100000
21-Jan-22,AAM AADMI PARTY,14009,100000
21-Jan-22,AAM AADMI PARTY,14005,100000
21-Jan-22,AAM AADMI PARTY,14019,100000
21-Jan-22,AAM AADMI PARTY,14015,100000
21-Jan-22,AAM AADMI PARTY,14017,100000
21-Jan-22,AAM AADMI PARTY,14011,100000
21-Jan-22,AAM AADMI PARTY,14013,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,3446,1000000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,3465,1000000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13939,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13937,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13933,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13935,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13931,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13949,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13941,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13945,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13947,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13943,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13963,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13961,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13957,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13959,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13951,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13991,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13995,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13997,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13993,100000
21-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13999,100000
21-Jan-22,BHARATIYA JANATA PARTY,10942,10000000
21-Jan-22,BHARATIYA JANATA PARTY,10948,10000000
21-Jan-22,BHARATIYA JANATA PARTY,10946,10000000
21-Jan-22,BHARATIYA JANATA PARTY,10938,10000000
21-Jan-22,BHARATIYA JANATA PARTY,10934,10000000
21-Jan-22,BHARATIYA JANATA PARTY,10936,10000000
21-Jan-22,BHARATIYA JANATA PARTY,10944,10000000
21-Jan-22,BHARATIYA JANATA PARTY,10950,10000000
21-Jan-22,BHARATIYA JANATA PARTY,10940,10000000
21-Jan-22,BHARATIYA JANATA PARTY,10932,10000000
21-Jan-22,BHARATIYA JANATA PARTY,842,10000000
21-Jan-22,BHARATIYA JANATA PARTY,847,10000000
21-Jan-22,BHARATIYA JANATA PARTY,9397,10000000
21-Jan-22,BHARATIYA JANATA PARTY,3454,1000000
21-Jan-22,BHARATIYA JANATA PARTY,3452,1000000
21-Jan-22,BHARATIYA JANATA PARTY,13696,1000000
21-Jan-22,BHARATIYA JANATA PARTY,13692,1000000
21-Jan-22,BHARATIYA JANATA PARTY,13694,1000000
21-Jan-22,BHARATIYA JANATA PARTY,13688,1000000
21-Jan-22,BHARATIYA JANATA PARTY,13690,1000000
24-Jan-22,ALL INDIA TRINAMOOL CONGRESS,10207,10000000
24-Jan-22,ALL INDIA TRINAMOOL CONGRESS,10209,10000000
24-Jan-22,ALL INDIA TRINAMOOL CONGRESS,10211,10000000
24-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13686,1000000
24-Jan-22,ALL INDIA TRINAMOOL CONGRESS,13681,1000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9713,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9703,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9705,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9707,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9701,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9719,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9709,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9717,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9711,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9715,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9708,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9716,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9702,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9720,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9712,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9710,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9714,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9704,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9706,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9718,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9726,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9736,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9728,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9738,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9734,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9732,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9744,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9730,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9740,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9742,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9745,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9731,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9733,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9735,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9743,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9741,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9727,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9729,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9737,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9739,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9749,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9723,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9724,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9747,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9722,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9725,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9721,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9750,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9746,10000000
6-Apr-22,BHARAT RASHTRA SAMITHI,9748,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10227,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10237,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10245,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10223,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10233,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10243,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10241,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10251,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10225,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10239,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10229,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10247,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10235,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10249,10000000
8-Apr-22,ALL INDIA TRINAMOOL CONGRESS,10231,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9763,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9767,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9761,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9773,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9769,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9765,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9760,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9768,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9754,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9758,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9770,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9756,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9752,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9774,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9776,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9780,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9782,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9772,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9777,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9801,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9799,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9797,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9805,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9809,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9811,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9791,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9789,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9795,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9803,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9781,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9783,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9793,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9807,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9779,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9798,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9794,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9796,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9802,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9800,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9808,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9804,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9806,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9824,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9822,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9828,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9812,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9814,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9830,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9810,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9826,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9818,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9816,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9832,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9820,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9932,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9926,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9922,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9930,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9924,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9920,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9918,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9928,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9929,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9925,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9951,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9927,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9953,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9935,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9931,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9933,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9949,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9966,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9970,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9968,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9972,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9964,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9981,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9959,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9979,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9977,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9967,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9975,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9961,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9965,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9973,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9957,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9963,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9969,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9971,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,9700,10000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7578,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7586,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7584,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7580,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7582,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7568,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7576,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7572,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7570,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7574,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7571,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7573,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7575,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7577,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7569,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7587,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7585,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7583,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7579,1000000
11-Apr-22,BHARAT RASHTRA SAMITHI,7581,1000000
11-Apr-22,BIJU JANATA DAL,10230,10000000
11-Apr-22,BIJU JANATA DAL,10232,10000000
11-Apr-22,BIJU JANATA DAL,10228,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10698,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10705,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10720,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10721,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10722,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10811,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10723,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10724,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10819,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10821,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10716,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10688,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10697,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10699,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10829,10000000
11-Apr-22,DRAVIDA MUNNETRA KAZHAGAM (DMK),10843,10000000
